transaction_id,price,quantity,category,status
0,-92.01,4,B,confirmed
1,83.86,4,B,confirmed
2,21.52,2,C,confirmed
3,99.81,8,A,confirmed
4,33.27,2,B,confirmed
5,75.18,3,A,confirmed
6,91.72,4,A,confirmed
7,31.21,9,C,confirmed
8,91.74,1,C,confirmed
9,37.85,8,A,confirmed
10,97.88,5,A,confirmed
11,35.31,7,C,confirmed
12,95.81,8,A,confirmed
13,14.82,5,C,confirmed
14,73.83,8,A,confirmed
15,57.89,8,C,confirmed
16,53.01,9,A,confirmed
17,30.11,2,C,confirmed
18,73.5,3,A,confirmed
19,27.17,1,B,confirmed
20,-59.76,4,B,confirmed
21,32.79,5,A,confirmed
22,96.01,1,B,confirmed
23,12.58,8,A,confirmed
24,27.98,2,A,confirmed
25,31.81,1,B,confirmed
26,47.27,2,A,confirmed
27,30.95,5,C,confirmed
28,54.22,9,A,confirmed
29,88.52,9,A,confirmed
30,74.09,2,B,confirmed
31,62.2,2,C,confirmed
32,18.01,3,A,confirmed
33,72.46,7,A,confirmed
34,24.98,3,A,confirmed
35,80.77,1,A,confirmed
36,32.51,6,A,confirmed
37,47.53,3,A,confirmed
38,41.54,1,C,confirmed
39,87.29,4,C,confirmed
40,-21.39,1,A,confirmed
41,60.91,1,A,confirmed
42,22.79,2,B,confirmed
43,73.43,8,C,confirmed
44,91.46,2,C,confirmed
45,49.11,2,A,confirmed
46,53.93,8,C,confirmed
47,93.47,6,C,confirmed
48,56.89,4,B,confirmed
49,53.88,3,B,confirmed
50,62.05,1,C,confirmed
51,72.03,3,C,confirmed
52,19.62,9,C,confirmed
53,83.9,5,A,confirmed
54,49.2,6,B,confirmed
55,16.51,5,A,confirmed
56,80.76,1,B,confirmed
57,43.93,1,B,confirmed
58,19.03,4,B,confirmed
59,67.04,3,C,confirmed
60,-89.21,8,B,confirmed
61,89.9,7,A,confirmed
62,96.19,7,B,confirmed
63,88.09,8,A,confirmed
64,10.19,7,B,confirmed
65,44.22,2,B,confirmed
66,83.67,4,C,confirmed
67,42.96,6,A,confirmed
68,64.14,3,B,confirmed
69,64.57,3,B,confirmed
70,42.85,6,A,confirmed
71,91.4,1,B,confirmed
72,55.29,1,C,confirmed
73,51.83,5,A,confirmed
74,99.78,1,C,confirmed
75,54.42,8,A,confirmed
76,26.06,2,A,confirmed
77,56.18,6,A,confirmed
78,83.26,5,B,confirmed
79,79.92,4,A,confirmed
80,-80.97,1,A,confirmed
81,73.72,3,A,confirmed
82,32.88,4,C,confirmed
