transaction_id,price,quantity,category,status
0,0.01,8,C,confirmed
1,0.01,3,C,confirmed
2,0.01,8,B,confirmed
3,0.01,2,C,confirmed
4,0.01,6,A,confirmed
5,0.01,8,B,confirmed
6,42.06,1,A,confirmed
7,21.18,6,C,confirmed
8,14.49,9,C,confirmed
9,60.03,2,C,confirmed
10,11.87,1,A,confirmed
11,19.31,2,C,confirmed
12,41.28,5,B,confirmed
13,13.92,6,B,confirmed
14,46.04,1,C,confirmed
15,21.73,7,B,confirmed
16,41.49,4,A,confirmed
17,81.2,9,A,confirmed
18,66.37,6,C,confirmed
19,50.09,9,B,confirmed
20,18.26,1,B,confirmed
21,65.72,4,C,confirmed
22,24.73,2,A,confirmed
23,16.89,6,C,confirmed
24,69.76,4,B,confirmed
25,92.09,9,B,confirmed
26,51.45,3,C,confirmed
27,13.69,1,A,confirmed
28,89.23,1,A,confirmed
29,16.03,9,C,confirmed
30,88.08,9,B,confirmed
31,45.26,5,A,confirmed
32,42.89,2,C,confirmed
33,58.85,9,B,confirmed
34,96.14,8,A,confirmed
35,90.89,6,A,confirmed
36,52.33,7,C,confirmed
37,72.62,6,B,confirmed
38,62.24,5,A,confirmed
39,72.41,4,C,confirmed
40,84.64,7,A,confirmed
41,13.1,4,B,confirmed
42,39.32,9,A,confirmed
43,96.34,5,B,confirmed
44,95.44,8,A,confirmed
45,11.01,6,A,confirmed
46,28.13,4,C,confirmed
47,99.44,3,A,confirmed
48,54.35,6,B,confirmed
49,61.56,1,C,confirmed
50,24.98,2,B,confirmed
51,90.49,7,B,confirmed
52,30.81,4,C,confirmed
53,27.07,5,B,confirmed
54,30.53,1,A,confirmed
55,92.77,2,C,confirmed
56,73.26,4,A,confirmed
57,79.17,8,A,confirmed
58,43.93,4,B,confirmed
59,91.83,3,B,confirmed
60,81.05,3,A,confirmed
61,77.55,5,C,confirmed
62,97.38,3,A,confirmed
63,42.96,8,A,confirmed
64,64.99,5,B,confirmed
65,91.89,7,B,confirmed
66,81.18,8,A,confirmed
67,60.7,5,A,confirmed
68,16.86,8,B,confirmed
69,68.75,3,A,confirmed
70,57.39,7,B,confirmed
71,26.58,8,A,confirmed
72,89.4,7,C,confirmed
73,40.89,2,C,confirmed
74,44.87,8,A,confirmed
75,70.52,6,B,confirmed
76,53.99,3,A,confirmed
77,18.04,4,A,confirmed
78,44.87,7,B,confirmed
79,18.5,3,A,confirmed
80,27.17,1,B,confirmed
81,10.65,6,A,confirmed
82,26.32,3,B,confirmed
83,39.74,6,A,confirmed
84,58.44,3,C,confirmed
85,92.73,6,B,confirmed
86,58.63,4,C,confirmed
87,73.5,4,B,confirmed
88,42.19,2,B,confirmed
89,77.65,4,B,confirmed
90,65.84,4,B,confirmed
91,51.38,7,A,confirmed
92,27.44,5,A,confirmed
93,37.32,8,B,confirmed
94,65.89,7,A,confirmed
95,48.35,9,B,confirmed
96,90.04,8,B,confirmed
97,31.14,9,C,confirmed
98,16.58,1,B,confirmed
99,63.04,3,B,confirmed
100,89.74,5,A,confirmed
101,42.83,9,B,confirmed
102,68.29,8,B,confirmed
103,30.83,7,C,confirmed
104,60.26,2,A,confirmed
105,80.81,6,A,confirmed
106,88.03,4,C,confirmed
107,19.46,5,B,confirmed
108,42.07,5,C,confirmed
109,67.57,4,A,confirmed
110,13.13,4,C,confirmed
111,72.16,4,A,confirmed
112,57.52,2,C,confirmed
113,35.97,1,B,confirmed
114,83.32,2,B,confirmed
115,36.1,7,A,confirmed
116,99.23,1,C,confirmed
117,83.47,6,A,confirmed
118,73.72,4,B,confirmed
119,15.52,2,A,confirmed
120,91.39,3,B,confirmed
121,81.1,7,A,confirmed
122,30.61,6,C,confirmed
123,45.3,6,B,confirmed
124,34.18,8,A,confirmed
