transaction_id,price,quantity,category,status
0,$21.82,3,A,confirmed
1,$37.87,3,A,confirmed
2,$28.16,5,C,confirmed
3,$91.79,7,A,confirmed
4,$78.44,8,A,confirmed
5,$70.88,7,A,confirmed
6,$37.09,9,C,confirmed
7,$26.56,5,C,confirmed
8,$78.08,3,C,confirmed
9,$52.67,6,A,confirmed
10,$30.32,5,B,confirmed
11,$65.50,4,B,confirmed
12,$13.63,2,B,confirmed
13,$39.36,7,A,confirmed
14,$52.17,5,B,confirmed
15,$23.32,4,B,confirmed
16,$98.62,8,B,confirmed
17,$28.82,9,A,confirmed
18,$21.73,9,B,confirmed
19,$28.32,3,B,confirmed
20,$79.22,3,A,confirmed
21,$48.30,5,C,confirmed
22,$60.89,5,B,confirmed
23,$11.89,2,C,confirmed
24,$13.10,1,B,confirmed
25,$50.12,8,A,confirmed
26,$83.50,3,C,confirmed
27,$89.67,1,C,confirmed
28,$17.80,1,C,confirmed
29,$58.45,2,C,confirmed
30,$92.19,6,B,confirmed
31,$44.92,6,B,confirmed
32,$84.66,3,C,confirmed
33,$22.03,4,B,confirmed
34,$94.19,2,C,confirmed
35,$77.63,2,C,confirmed
36,$94.72,7,A,confirmed
37,$70.90,1,C,confirmed
38,$42.71,7,B,confirmed
39,$94.44,1,C,confirmed
40,$34.80,6,A,confirmed
41,$39.90,3,B,confirmed
42,$73.07,8,A,confirmed
43,$78.88,6,A,confirmed
44,$93.65,2,C,confirmed
45,$28.43,8,A,confirmed
46,$81.82,5,A,confirmed
47,$76.47,8,B,confirmed
48,$15.74,8,A,confirmed
49,$44.85,6,C,confirmed
50,$35.45,2,C,confirmed
51,$37.40,8,C,confirmed
52,$98.47,6,A,confirmed
53,$67.85,6,B,confirmed
54,$74.59,8,C,confirmed
55,$97.90,1,A,confirmed
56,$43.95,2,C,confirmed
57,$82.17,9,C,confirmed
58,$49.11,8,B,confirmed
59,$88.26,7,C,confirmed
60,$26.26,7,B,confirmed
61,$95.29,5,A,confirmed
62,$29.69,2,C,confirmed
63,$39.36,6,A,confirmed
64,$78.06,3,A,confirmed
65,$45.44,4,A,confirmed
66,$64.74,2,C,confirmed
67,$50.01,2,B,confirmed
68,$76.81,8,C,confirmed
69,$30.55,8,A,confirmed
70,$15.26,6,B,confirmed
71,$36.99,5,A,confirmed
72,$52.69,8,B,confirmed
73,$25.12,4,C,confirmed
74,$41.93,4,B,confirmed
75,$46.00,5,C,confirmed
76,$15.17,1,A,confirmed
77,$62.50,1,B,confirmed
78,$89.59,2,A,confirmed
79,$23.66,8,B,confirmed
