transaction_id,price,quantity,category,status
0,"1,500.00",6,C,confirmed
1,72.53,9,A,confirmed
2,81.62,1,B,confirmed
3,40.62,6,C,confirmed
4,10.59,5,C,confirmed
5,53.16,6,A,confirmed
6,11.43,8,A,confirmed
7,18.28,5,A,confirmed
8,39.40,2,C,confirmed
9,49.35,2,C,confirmed
10,35.15,5,C,confirmed
11,62.37,3,B,confirmed
12,14.98,3,B,confirmed
13,23.01,8,A,confirmed
14,72.57,7,C,confirmed
15,22.79,1,A,confirmed
16,67.58,5,C,confirmed
17,14.92,9,A,confirmed
18,46.66,4,B,confirmed
19,25.97,1,C,confirmed
20,19.87,8,B,confirmed
21,61.03,5,C,confirmed
22,93.55,2,A,confirmed
23,14.93,1,C,confirmed
24,47.94,3,B,confirmed
25,73.68,9,C,confirmed
26,51.64,1,A,confirmed
27,82.58,4,C,confirmed
28,26.17,8,B,confirmed
29,96.36,8,A,confirmed
30,44.66,8,B,confirmed
31,40.74,8,C,confirmed
32,88.71,4,B,confirmed
33,60.75,8,C,confirmed
34,56.48,9,A,confirmed
35,75.43,7,B,confirmed
36,62.19,2,B,confirmed
37,24.63,9,C,confirmed
38,70.68,8,B,confirmed
39,22.01,5,B,confirmed
40,82.53,3,A,confirmed
41,99.08,7,C,confirmed
42,43.96,2,C,confirmed
43,50.03,3,A,confirmed
44,14.18,9,A,confirmed
45,11.24,4,C,confirmed
46,92.93,4,A,confirmed
47,21.58,3,A,confirmed
48,50.12,5,A,confirmed
49,83.38,3,C,confirmed
50,90.04,9,A,confirmed
51,56.75,3,B,confirmed
52,60.85,2,B,confirmed
53,70.27,5,C,confirmed
54,96.52,6,A,confirmed
55,64.24,1,B,confirmed
56,60.35,6,C,confirmed
57,11.31,3,B,confirmed
58,17.29,4,A,confirmed
59,61.95,6,C,confirmed
60,94.26,8,B,confirmed
61,88.00,9,C,confirmed
62,98.43,6,B,confirmed
63,57.51,7,B,confirmed
64,80.91,5,A,confirmed
65,85.64,9,A,confirmed
66,68.32,4,B,confirmed
67,40.49,6,C,confirmed
68,52.30,5,C,confirmed
69,87.21,1,A,confirmed
70,36.87,5,B,confirmed
71,93.14,5,A,confirmed
72,30.68,9,B,confirmed
73,77.46,1,B,confirmed
74,66.75,5,A,confirmed
75,77.46,7,C,confirmed
76,49.36,6,A,confirmed
77,93.94,6,B,confirmed
78,66.92,7,A,confirmed
79,35.95,6,C,confirmed
80,67.46,5,C,confirmed
81,35.81,5,B,confirmed
82,36.43,9,A,confirmed
83,45.96,8,C,confirmed
84,86.72,4,A,confirmed
85,55.03,4,C,confirmed
86,71.10,5,B,confirmed
87,45.28,3,B,confirmed
88,33.72,8,A,confirmed
89,95.92,7,B,confirmed
90,64.32,5,C,confirmed
91,94.06,3,B,confirmed
92,28.31,5,C,confirmed
93,23.22,3,C,confirmed
94,87.02,5,B,confirmed
95,71.28,1,C,confirmed
96,26.79,6,C,confirmed
97,34.24,4,A,confirmed
98,82.06,4,A,confirmed
99,50.85,8,A,confirmed
100,70.35,2,B,confirmed
101,38.65,4,A,confirmed
102,44.31,2,C,confirmed
103,99.16,1,B,confirmed
104,32.29,3,B,confirmed
105,55.58,8,B,confirmed
106,86.00,6,B,confirmed
107,31.53,7,C,confirmed
108,47.37,2,C,confirmed
109,65.36,6,A,confirmed
110,53.31,8,B,confirmed
111,51.36,8,A,confirmed
112,42.63,4,C,confirmed
113,62.80,6,B,confirmed
114,66.19,5,C,confirmed
115,68.80,9,A,confirmed
116,16.33,8,C,confirmed
117,66.79,2,B,confirmed
118,95.79,7,B,confirmed
119,58.69,7,A,confirmed
120,74.37,1,B,confirmed
121,60.11,1,C,confirmed
122,86.93,4,C,confirmed
123,93.66,5,C,confirmed
124,26.58,4,C,confirmed
125,49.32,7,A,confirmed
126,45.31,3,C,confirmed
127,46.47,7,A,confirmed
128,21.30,8,C,confirmed
129,83.23,6,A,confirmed
130,13.22,6,C,confirmed
131,57.54,8,C,confirmed
132,69.57,8,A,confirmed
133,28.67,7,B,confirmed
134,91.53,6,B,confirmed
135,85.47,6,B,confirmed
136,52.40,6,A,confirmed
137,47.00,8,B,confirmed
138,31.29,1,B,confirmed
139,75.70,5,A,confirmed
140,21.86,3,B,confirmed
141,71.22,8,B,confirmed
142,85.82,6,B,confirmed
143,30.56,2,A,confirmed
144,87.98,7,A,confirmed
145,13.00,7,B,confirmed
146,92.15,5,B,confirmed
147,20.65,8,A,confirmed
148,68.12,5,B,confirmed
149,32.51,1,A,confirmed
150,85.29,9,B,confirmed
151,56.11,4,A,confirmed
152,22.17,2,C,confirmed
153,61.39,4,C,confirmed
154,46.71,9,A,confirmed
155,69.53,2,C,confirmed
156,89.37,4,B,confirmed
157,46.85,2,A,confirmed
158,36.09,5,A,confirmed
159,11.31,3,B,confirmed
160,61.74,2,B,confirmed
161,46.20,9,A,confirmed
162,43.72,5,B,confirmed
163,26.46,5,A,confirmed
164,48.70,1,B,confirmed
165,98.60,6,A,confirmed
166,36.80,7,B,confirmed
167,63.97,1,B,confirmed
168,79.88,9,C,confirmed
