transaction_id,price,quantity,category,status
0,65.97,7,C,confirmed
1,78.45,6,A,confirmed
2,75.31,5,C,confirmed
3,72.28,4,A,confirmed
4,83.94,8,C,confirmed
5,68.11,8,C,confirmed
6,46.22,1,A,confirmed
7,52.47,2,A,confirmed
8,74.51,3,B,confirmed
9,88.87,1,A,confirmed
10,34.5,3,C,confirmed
11,40.79,8,B,confirmed
12,93.77,4,A,confirmed
13,62.07,7,A,confirmed
14,26.11,7,B,confirmed
15,69.73,5,C,confirmed
16,99.17,1,C,confirmed
17,84.11,4,B,confirmed
18,77.12,7,C,confirmed
19,28.72,5,A,confirmed
20,88.85,2,C,confirmed
21,57.32,8,A,confirmed
22,90.04,2,C,confirmed
23,39.68,8,A,confirmed
24,15.58,2,B,confirmed
25,52.84,5,A,confirmed
26,34.29,4,C,confirmed
27,74.37,1,A,confirmed
28,96.14,8,C,confirmed
29,72.19,3,C,confirmed
30,89.82,4,A,confirmed
31,50.77,4,C,confirmed
32,79.45,5,B,confirmed
33,85.87,3,C,confirmed
34,73.98,9,B,confirmed
35,55.7,4,B,confirmed
36,66.33,4,C,confirmed
37,73.05,6,B,confirmed
38,32.78,8,B,confirmed
39,82.86,7,A,confirmed
40,95.53,4,B,confirmed
41,51.87,4,B,confirmed
42,73.1,5,B,confirmed
43,76.33,5,B,confirmed
44,69.6,1,B,confirmed
45,59.24,8,C,confirmed
46,89.35,5,B,confirmed
47,50.4,3,C,confirmed
48,15.5,3,C,confirmed
49,86.01,4,C,confirmed
50,70.66,7,A,confirmed
51,86.43,5,A,confirmed
52,22.47,1,C,confirmed
53,12.77,5,A,confirmed
54,94.09,5,B,confirmed
55,23.3,6,C,confirmed
56,82.87,7,C,confirmed
57,84.09,5,C,confirmed
58,73.78,2,A,confirmed
59,21.81,2,A,confirmed
60,70.07,4,A,confirmed
61,90.02,1,B,confirmed
62,48.3,7,A,confirmed
63,47.22,1,C,confirmed
64,49.86,3,A,confirmed
65,17.4,7,A,confirmed
66,90.28,6,A,confirmed
67,88.23,7,A,confirmed
68,99.81,5,C,confirmed
69,62.67,8,A,confirmed
70,77.61,6,C,confirmed
71,28.24,4,A,confirmed
72,70.08,1,B,confirmed
73,68.48,2,B,confirmed
74,91.11,6,C,confirmed
75,84.77,4,C,confirmed
76,94.46,3,B,confirmed
77,88.2,7,B,confirmed
78,88.18,7,A,confirmed
79,15.74,2,B,confirmed
80,86.14,8,C,confirmed
81,64.67,1,C,confirmed
82,44.24,7,B,confirmed
83,15.09,1,C,confirmed
84,70.99,3,A,confirmed
85,39.54,3,A,confirmed
86,52.1,2,B,confirmed
87,71.36,5,C,confirmed
88,92.06,4,B,confirmed
89,84.29,6,C,confirmed
90,50.55,2,C,confirmed
91,44.9,4,C,confirmed
92,31.58,7,A,confirmed
93,43.52,1,C,confirmed
94,19.99,3,A,confirmed
95,97.4,1,C,confirmed
96,61.65,2,B,confirmed
97,21.5,9,A,confirmed
98,41.75,5,A,confirmed
99,59.23,4,A,confirmed
100,57.96,4,B,confirmed
101,13.2,8,A,confirmed
102,95.58,3,B,confirmed
103,34.78,4,C,confirmed
104,11.46,2,C,confirmed
105,16.88,6,B,confirmed
106,62.22,9,A,confirmed
107,22.4,4,A,confirmed
108,13.76,6,B,confirmed
109,44.17,4,C,confirmed
110,66.05,2,B,confirmed
111,20.07,6,A,confirmed
112,38.2,7,A,confirmed
113,47.6,4,A,confirmed
114,24.35,7,A,confirmed
115,55.55,8,C,confirmed
116,17.67,3,C,confirmed
117,14.19,2,C,confirmed
118,56.79,5,A,confirmed
119,32.31,2,A,confirmed
120,18.58,5,A,confirmed
121,48.15,6,B,confirmed
122,92.36,8,A,confirmed
123,75.18,6,C,confirmed
124,83.41,4,C,confirmed
125,88.47,3,C,confirmed
126,97.54,2,B,confirmed
127,78.69,1,C,confirmed
128,64.76,2,B,confirmed
129,42.89,2,B,confirmed
130,26.35,5,B,confirmed
131,71.8,9,A,confirmed
132,99.55,1,A,confirmed
133,52.06,4,C,confirmed
134,75.13,7,C,confirmed
135,54.56,3,B,confirmed
136,48.87,8,A,confirmed
137,46.93,3,C,confirmed
138,55.42,8,C,confirmed
139,43.02,2,A,confirmed
140,77.39,5,B,confirmed
141,88.68,4,C,confirmed
142,89.46,9,C,confirmed
143,30.49,3,A,confirmed
144,90.63,5,A,confirmed
145,40.74,9,B,confirmed
146,37.84,6,B,confirmed
147,75.41,2,C,confirmed
148,37.42,1,B,confirmed
149,14.77,1,C,confirmed
150,43.63,7,C,confirmed
151,74.93,2,A,confirmed
152,39.43,7,C,confirmed
153,66.66,1,A,confirmed
154,69.41,4,C,confirmed
155,76.04,4,C,confirmed
156,90.74,5,C,confirmed
157,48.93,1,B,confirmed
158,24.98,7,B,confirmed
159,38.7,2,A,confirmed
160,48.9,2,C,confirmed
161,74.25,8,A,confirmed
162,11.18,9,A,confirmed
163,38.42,6,C,confirmed
164,80.19,1,B,confirmed
165,70.38,1,B,confirmed
166,75.86,7,A,confirmed
167,83.06,8,B,confirmed
168,80.49,3,C,confirmed
169,71.4,9,C,confirmed
170,49.57,4,B,confirmed
171,98.52,4,B,confirmed
172,61.22,3,A,confirmed
173,28.25,8,B,confirmed
174,36.35,9,A,confirmed
175,72.42,1,C,confirmed
176,93.23,2,C,confirmed
177,26.08,1,C,confirmed
178,17.41,4,B,confirmed
179,89.34,7,B,confirmed
180,92.38,7,B,confirmed
181,34.87,6,A,confirmed
182,43.96,5,A,confirmed
183,69.42,4,A,confirmed
184,39.69,8,C,confirmed
185,88.94,7,A,confirmed
186,19.68,1,B,confirmed
187,13.42,6,B,confirmed
188,28.76,2,C,confirmed
189,35.75,4,B,confirmed
190,20.16,5,B,confirmed
191,15.91,8,B,confirmed
192,78.0,6,A,confirmed
193,24.78,2,A,confirmed
194,92.25,5,B,confirmed
195,43.12,5,B,confirmed
196,70.35,6,B,confirmed
197,30.29,1,B,confirmed
198,31.63,8,A,confirmed
199,61.72,3,C,confirmed
200,60.46,5,B,confirmed
201,79.19,7,A,confirmed
202,78.2,3,B,confirmed
203,70.36,6,C,confirmed
204,50.42,5,A,confirmed
205,90.16,7,A,confirmed
206,66.03,3,C,confirmed
207,99.12,2,C,confirmed
208,83.74,4,A,confirmed
209,13.99,3,C,confirmed
210,38.85,4,B,confirmed
211,61.47,7,C,confirmed
212,74.93,5,C,confirmed
213,59.53,4,A,confirmed
214,80.75,6,C,confirmed
215,35.44,7,A,confirmed
216,26.55,5,B,confirmed
217,14.85,7,C,confirmed
218,61.6,3,C,confirmed
219,71.97,7,A,confirmed
220,39.35,3,A,confirmed
221,65.22,6,C,confirmed
222,14.69,8,A,confirmed
223,18.94,6,C,confirmed
224,73.16,3,B,confirmed
225,43.13,5,C,confirmed
226,70.42,9,B,confirmed
227,84.85,8,B,confirmed
228,86.74,6,A,confirmed
229,25.5,9,A,confirmed
230,53.77,2,A,confirmed
231,76.05,9,A,confirmed
232,79.66,6,C,confirmed
233,80.62,9,B,confirmed
234,30.54,4,C,confirmed
235,27.33,5,B,confirmed
236,63.1,2,B,confirmed
237,76.7,3,B,confirmed
238,38.72,1,C,confirmed
239,19.42,4,A,confirmed
240,74.51,2,C,confirmed
241,36.97,2,B,confirmed
242,24.97,1,C,confirmed
243,23.3,2,B,confirmed
244,38.34,4,A,confirmed
245,63.34,6,A,confirmed
246,42.26,7,C,confirmed
247,11.86,7,A,confirmed
248,18.72,7,B,confirmed
249,36.15,4,B,confirmed
250,69.37,5,A,confirmed
251,18.87,3,A,confirmed
252,60.46,1,A,confirmed
253,20.79,8,C,confirmed
254,29.05,7,C,confirmed
255,25.5,9,B,confirmed
256,16.05,4,C,confirmed
257,70.42,5,C,confirmed
258,51.71,5,B,confirmed
259,84.79,7,B,confirmed
260,18.9,9,A,confirmed
261,23.03,8,A,confirmed
262,37.58,7,C,confirmed
263,78.93,1,B,confirmed
264,37.52,6,C,confirmed
265,46.76,9,C,confirmed
266,37.14,7,B,confirmed
267,17.22,1,B,confirmed
268,94.55,9,B,confirmed
269,59.37,3,B,confirmed
270,80.9,9,C,confirmed
271,69.25,4,C,confirmed
272,56.28,9,C,confirmed
273,18.07,8,B,confirmed
274,67.85,7,A,confirmed
275,23.98,4,C,confirmed
276,47.29,9,A,confirmed
277,66.62,4,A,confirmed
278,80.4,1,A,confirmed
279,71.65,6,B,confirmed
280,70.44,4,B,confirmed
281,23.41,3,C,confirmed
282,41.15,5,C,confirmed
283,13.86,3,B,confirmed
284,74.75,9,B,confirmed
285,95.73,6,A,confirmed
286,33.77,3,B,confirmed
287,17.89,5,B,confirmed
288,52.8,8,B,confirmed
289,87.1,8,B,confirmed
290,59.68,6,A,confirmed
291,14.21,5,C,confirmed
292,97.68,5,A,confirmed
293,84.58,1,B,confirmed
294,21.84,2,B,confirmed
295,92.96,4,C,confirmed
296,50.56,6,C,confirmed
297,43.47,7,C,confirmed
298,51.49,1,A,confirmed
299,85.11,8,C,confirmed
300,69.35,1,B,confirmed
301,15.33,9,B,confirmed
302,96.18,4,B,confirmed
303,23.3,7,A,confirmed
304,77.1,6,C,confirmed
305,67.25,9,C,confirmed
306,26.88,2,C,confirmed
307,25.37,7,C,confirmed
308,88.33,5,B,confirmed
309,47.77,7,A,confirmed
310,68.91,1,C,confirmed
311,55.37,9,B,confirmed
312,75.46,1,B,confirmed
313,53.13,5,A,confirmed
314,35.86,8,C,confirmed
315,42.7,1,A,confirmed
316,87.32,7,C,confirmed
317,52.12,2,A,confirmed
318,29.21,7,C,confirmed
319,94.11,7,C,confirmed
320,81.69,9,A,confirmed
321,15.01,6,C,confirmed
322,99.9,4,A,confirmed
323,72.54,7,A,confirmed
324,24.42,7,C,confirmed
325,31.35,4,C,confirmed
326,72.32,2,A,confirmed
327,80.18,9,B,confirmed
328,31.51,8,A,confirmed
329,33.13,5,B,confirmed
330,37.64,5,B,confirmed
331,63.82,1,A,confirmed
332,25.46,9,A,confirmed
333,19.38,8,A,confirmed
334,71.1,5,B,confirmed
335,80.12,6,A,confirmed
336,55.08,8,A,confirmed
337,42.74,6,C,confirmed
338,48.88,4,C,confirmed
339,44.96,3,C,confirmed
340,96.4,7,A,confirmed
341,79.13,2,A,confirmed
342,28.73,7,A,confirmed
343,44.58,1,B,confirmed
344,58.96,5,B,confirmed
345,65.17,9,C,confirmed
346,52.14,1,B,confirmed
347,82.91,8,B,confirmed
348,79.08,9,B,confirmed
349,55.46,9,C,confirmed
350,86.9,8,C,confirmed
351,77.6,4,B,confirmed
352,80.07,7,A,confirmed
353,96.08,1,C,confirmed
354,33.98,7,B,confirmed
355,34.09,6,A,confirmed
356,90.01,5,A,confirmed
357,79.5,1,C,confirmed
358,93.39,8,A,confirmed
359,15.68,1,C,confirmed
360,66.5,1,B,confirmed
361,23.02,3,C,confirmed
362,55.35,8,A,confirmed
363,24.02,8,C,confirmed
364,21.53,7,C,confirmed
365,11.1,5,B,confirmed
366,66.72,8,A,confirmed
367,42.31,2,C,confirmed
368,19.47,8,B,confirmed
369,39.06,2,B,confirmed
370,25.2,5,B,confirmed
371,94.75,4,B,confirmed
372,38.8,1,B,confirmed
373,40.06,5,C,confirmed
374,85.59,7,C,confirmed
375,68.3,1,A,confirmed
376,73.92,2,C,confirmed
377,67.24,9,A,confirmed
378,95.16,5,A,confirmed
379,28.63,7,A,confirmed
380,99.01,2,C,confirmed
381,84.79,7,B,confirmed
382,63.01,7,A,confirmed
383,69.61,7,B,confirmed
384,68.39,5,A,confirmed
385,15.26,9,C,confirmed
386,29.62,2,A,confirmed
387,96.53,4,C,confirmed
388,58.09,2,B,confirmed
389,44.05,8,C,confirmed
390,78.58,1,B,confirmed
391,57.21,9,C,confirmed
392,11.18,5,A,confirmed
393,76.26,3,A,confirmed
394,75.9,4,C,confirmed
395,24.86,1,B,confirmed
396,96.1,3,B,confirmed
397,30.15,8,B,confirmed
398,51.2,2,C,confirmed
399,20.33,2,C,confirmed
400,64.3,9,C,confirmed
401,43.79,5,C,confirmed
402,41.79,5,B,confirmed
403,84.43,1,B,confirmed
404,10.86,6,C,confirmed
405,81.82,8,C,confirmed
406,61.43,6,B,confirmed
407,98.75,7,B,confirmed
408,63.05,4,A,confirmed
409,14.98,2,C,confirmed
