transaction_id,price,quantity,category,status
0,99999.0,3,C,confirmed
1,99999.0,1,B,confirmed
2,99999.0,2,B,confirmed
3,99999.0,7,B,confirmed
4,99999.0,3,B,confirmed
5,99999.0,7,B,confirmed
6,23.85,5,A,confirmed
7,53.06,8,A,confirmed
8,58.38,5,A,confirmed
9,54.27,3,A,confirmed
10,82.22,9,B,confirmed
11,70.34,7,B,confirmed
12,21.4,5,C,confirmed
13,41.18,7,C,confirmed
14,40.52,9,A,confirmed
15,60.91,5,B,confirmed
16,36.23,7,C,confirmed
17,20.55,9,C,confirmed
18,68.83,1,C,confirmed
19,86.59,4,C,confirmed
20,93.84,1,A,confirmed
21,97.53,8,B,confirmed
22,80.3,3,A,confirmed
23,22.57,2,C,confirmed
24,86.78,4,C,confirmed
25,46.0,3,B,confirmed
26,75.69,5,B,confirmed
27,57.81,8,A,confirmed
28,84.57,8,B,confirmed
29,48.3,7,A,confirmed
30,15.56,8,A,confirmed
31,60.11,5,C,confirmed
32,25.42,6,A,confirmed
33,96.9,8,C,confirmed
34,57.43,1,A,confirmed
35,59.82,6,A,confirmed
36,91.65,6,B,confirmed
37,66.21,5,B,confirmed
38,37.25,4,C,confirmed
39,36.65,1,B,confirmed
40,55.14,8,A,confirmed
41,87.99,6,C,confirmed
42,81.53,3,C,confirmed
43,96.65,3,C,confirmed
44,16.47,6,A,confirmed
45,34.15,7,B,confirmed
46,17.22,8,C,confirmed
47,77.6,5,A,confirmed
48,22.68,6,B,confirmed
49,18.99,1,B,confirmed
50,60.55,6,C,confirmed
51,47.03,9,A,confirmed
52,74.36,4,B,confirmed
53,53.83,1,A,confirmed
54,48.28,9,B,confirmed
55,48.3,4,C,confirmed
56,88.47,2,C,confirmed
57,45.57,1,B,confirmed
58,40.01,3,A,confirmed
59,40.47,7,B,confirmed
60,27.69,2,A,confirmed
61,87.46,9,B,confirmed
62,23.2,2,C,confirmed
63,91.77,5,A,confirmed
64,35.51,8,C,confirmed
65,90.95,8,A,confirmed
66,81.17,3,B,confirmed
67,62.38,2,C,confirmed
68,70.25,9,C,confirmed
69,39.33,3,A,confirmed
70,61.68,8,A,confirmed
71,36.32,2,A,confirmed
72,46.2,3,C,confirmed
73,78.82,1,B,confirmed
74,31.95,6,A,confirmed
75,85.5,7,B,confirmed
76,43.83,4,A,confirmed
77,57.9,1,B,confirmed
78,94.78,3,A,confirmed
79,71.31,9,B,confirmed
80,68.1,5,C,confirmed
81,74.04,6,A,confirmed
82,92.63,4,A,confirmed
83,32.37,1,C,confirmed
84,65.19,5,A,confirmed
85,46.04,5,A,confirmed
86,11.07,5,C,confirmed
87,21.28,6,C,confirmed
88,39.25,2,B,confirmed
89,60.85,1,C,confirmed
90,89.33,2,C,confirmed
91,81.2,6,A,confirmed
92,59.8,5,C,confirmed
93,16.65,5,A,confirmed
94,35.73,6,C,confirmed
95,43.0,7,C,confirmed
96,65.95,9,B,confirmed
97,15.84,7,C,confirmed
98,57.72,2,C,confirmed
99,91.13,6,A,confirmed
100,73.49,9,A,confirmed
101,81.74,7,B,confirmed
102,71.35,2,C,confirmed
103,28.59,3,A,confirmed
104,19.94,8,C,confirmed
105,84.65,9,B,confirmed
106,72.6,4,A,confirmed
107,61.76,9,A,confirmed
108,27.04,2,B,confirmed
109,64.3,5,C,confirmed
110,12.82,2,A,confirmed
111,20.7,1,A,confirmed
112,38.07,5,B,confirmed
113,49.94,2,B,confirmed
114,20.85,7,B,confirmed
115,20.79,8,C,confirmed
116,75.33,2,C,confirmed
117,61.27,7,C,confirmed
118,58.04,4,B,confirmed
119,50.72,1,A,confirmed
120,97.89,3,C,confirmed
121,14.48,1,B,confirmed
122,26.26,5,C,confirmed
123,68.28,8,A,confirmed
124,22.27,1,A,confirmed
125,63.04,9,B,confirmed
126,61.1,3,A,confirmed
127,97.39,5,B,confirmed
128,89.5,9,B,confirmed
129,95.1,5,B,confirmed
130,20.22,9,B,confirmed
131,88.13,8,A,confirmed
132,21.62,7,A,confirmed
133,66.96,1,A,confirmed
134,74.81,4,A,confirmed
135,24.48,9,B,confirmed
136,66.94,8,B,confirmed
137,14.72,4,A,confirmed
138,36.39,1,C,confirmed
139,92.9,4,C,confirmed
140,25.46,3,C,confirmed
141,15.87,6,A,confirmed
142,49.93,5,B,confirmed
143,86.56,5,B,confirmed
144,16.9,2,C,confirmed
145,42.0,3,C,confirmed
146,90.98,6,B,confirmed
147,20.63,2,C,confirmed
148,37.96,4,C,confirmed
149,80.06,2,B,confirmed
150,58.89,9,C,confirmed
151,84.91,3,C,confirmed
152,20.04,6,A,confirmed
153,92.85,1,C,confirmed
154,94.14,3,A,confirmed
155,23.98,8,B,confirmed
156,13.05,5,A,confirmed
157,99.09,8,B,confirmed
158,53.4,2,A,confirmed
159,61.49,7,A,confirmed
160,65.43,9,A,confirmed
161,81.07,7,C,confirmed
162,83.08,3,C,confirmed
163,27.45,7,C,confirmed
164,31.3,8,C,confirmed
165,88.91,1,C,confirmed
166,83.76,3,A,confirmed
167,65.59,5,C,confirmed
168,99.52,6,B,confirmed
169,76.17,3,A,confirmed
170,29.43,4,A,confirmed
171,86.2,5,B,confirmed
